	Characteristics	OR	CI	Beta	P	SE
1645	s_Acholeplasma_axanthum	1.77256846724647e+99	0-Inf	228.52835381259	0.588643637698218	422.100216384465
1646	sexmale	0.9855	0.9615-1.0102	-0.0145698939571135	0.248868771803315	0.0126099326530614
1647	BMI	1.0039	0.9991-1.0088	0.00392445111068168	0.112092041429078	0.00246244862267381
1648	hypertensionyes	0.9875	0.9661-1.0094	-0.0125603069918534	0.262409482483751	0.0111855393347233
1649	s_Eubacterium_eligens	3.13918641493692e+212	0-Inf	489.292003377561	0.292465911653985	463.937405423291
1650	sexmale	0.9845	0.9604-1.0092	-0.0156369493437551	0.21699034130064	0.0126382432713944
1651	BMI	1.004	0.9992-1.0088	0.00398363443619301	0.106104762371804	0.00245749269820689
1652	hypertensionyes	0.9881	0.9667-1.01	-0.0119461588363105	0.286561808471601	0.0111890312877095
1653	s_Eubacterium_dolichum	0	0-0.0834	-20.6220217321913	0.0266241001931314	9.2542442045077
1654	sexmale	0.9843	0.9605-1.0088	-0.015802266743668	0.207991834214844	0.0125223107638443
1655	BMI	1.0039	0.9991-1.0087	0.00391917811117359	0.109522267343548	0.00244141532886727
1656	hypertensionyes	0.9877	0.9664-1.0094	-0.0124040227542393	0.264504407723216	0.0110950403274672
1657	s_Clostridium_symbiosum	0.2111	0.004-11.0146	-1.55536633718675	0.441407273651335	2.01764794490114
1658	sexmale	0.9861	0.962-1.0108	-0.013998311196531	0.268201486191183	0.0126184805292715
1659	BMI	1.004	0.9991-1.0088	0.00396887257743866	0.107708994130775	0.00245966264558374
1660	hypertensionyes	0.9863	0.9648-1.0083	-0.0137820118230152	0.222370800532287	0.0112701139890396
1661	s_Clostridium_scindens	0.2784	0.012-6.4749	-1.27870002979907	0.426403801908254	1.60542824029352
1662	sexmale	0.9859	0.9619-1.0106	-0.0141846380642373	0.261476866958438	0.0126073584147505
1663	BMI	1.0039	0.9991-1.0088	0.00393388535173033	0.110872570377768	0.00245993428934565
1664	hypertensionyes	0.9868	0.9653-1.0087	-0.0133135028592527	0.235780936528495	0.0112059837499666
